       PGC , G , Nest_10Mpc ,    1PGC ,  N ,   SGX ,   SGY ,   SGZ ,    D ,  Vls ,  logLK ,   Mass ,   r2t
     12514 , 0 ,      12514 ,   12719 ,  1 ,  5.21 , -3.49 , -3.29 , 7.08 ,  439 ,  7.612 , 0.0204 , 0.072
     71431 , 0 ,      71431 ,   71431 ,  1 , -0.42 , -2.14 ,  0.36 , 2.21 ,   83 ,  7.601 , 0.0202 , 0.072
     42832 , 0 ,      42832 ,   42832 ,  1 ,  4.27 ,  8.47 ,  1.85 , 9.66 ,  559 ,  7.602 , 0.0202 , 0.072
     43869 , 0 ,      43869 ,   43869 ,  1 , -0.01 ,  4.01 ,  0.49 , 4.04 ,  367 ,  7.605 , 0.0202 , 0.072
      8484 , 0 ,       8484 ,    8484 ,  1 ,  3.83 , -1.91 , -0.53 , 4.31 ,  235 ,  7.581 , 0.0197 , 0.071
     52591 , 0 ,      52591 ,   52591 ,  1 , -3.78 ,  0.88 ,  0.47 , 3.91 ,  424 ,  7.576 , 0.0197 , 0.071
     42134 , 0 ,      42134 ,   42134 ,  1 ,  1.28 ,  5.98 ,  0.69 , 6.15 ,  500 ,  7.570 , 0.0195 , 0.071
     13294 , 0 ,      13294 ,   13294 ,  1 , -1.90 , -5.31 , -4.58 , 7.27 ,  572 ,  7.555 , 0.0193 , 0.071
     49158 , 0 ,      49158 ,   49158 ,  1 ,  0.48 ,  3.06 ,  1.16 , 3.31 ,  267 ,  7.552 , 0.0191 , 0.070
     29653 , 0 ,      29653 ,   29653 ,  1 , -0.36 ,  1.03 , -0.94 , 1.44 ,  103 ,  7.549 , 0.0191 , 0.070
     48332 , 0 ,      48332 ,   48332 ,  1 ,  0.61 ,  2.88 ,  0.99 , 3.11 ,  298 ,  7.538 , 0.0188 , 0.070
     95594 , 0 ,      95594 ,   95594 ,  1 ,  6.66 ,  2.76 , -0.05 , 7.21 ,  308 ,  7.508 , 0.0182 , 0.069
     47495 , 0 ,      47495 ,   47495 ,  1 ,  1.13 ,  2.23 ,  0.81 , 2.63 ,  195 ,  7.509 , 0.0182 , 0.069
     51659 , 0 ,      51659 ,   51659 ,  1 , -3.52 ,  0.82 ,  0.24 , 3.62 ,  170 ,  7.509 , 0.0182 , 0.069
     41902 , 0 ,      41902 ,   41902 ,  1 ,  1.95 ,  7.60 ,  0.91 , 7.90 ,  657 ,  7.507 , 0.0182 , 0.069
    166158 , 0 ,     166158 ,   46957 ,  1 , -3.89 ,  1.57 , -0.53 , 4.23 ,  499 ,  7.485 , 0.0176 , 0.068
     39228 , 0 ,      39228 ,   39228 ,  1 ,  2.03 ,  4.11 ,  0.53 , 4.61 ,  258 ,  7.481 , 0.0176 , 0.068
   4320422 , 0 ,    4320422 ,   39600 ,  1 ,  2.94 ,  7.68 ,  0.76 , 8.26 ,  493 ,  7.466 , 0.0174 , 0.068
    166152 , 0 ,     166152 ,  166152 ,  1 , -5.36 ,  2.40 , -0.84 , 5.93 ,  362 ,  7.458 , 0.0172 , 0.068
   2576103 , 0 ,    2576103 ,       0 ,  1 ,  2.67 ,  4.54 ,  1.88 , 5.59 ,  379 ,  7.447 , 0.0170 , 0.068
   2815820 , 0 ,    2815820 ,   46957 ,  1 , -2.63 ,  1.22 , -0.34 , 2.92 , 9999 ,  7.443 , 0.0168 , 0.067
     44681 , 0 ,      44681 ,   44681 ,  1 , -5.18 ,  5.09 , -0.51 , 7.28 ,  625 ,  7.436 , 0.0168 , 0.067
     49452 , 0 ,      49452 ,   49452 ,  1 ,  0.34 ,  3.02 ,  1.17 , 3.26 ,  293 ,  7.418 , 0.0164 , 0.067
     86806 , 0 ,      86806 ,   86806 ,  1 ,  6.55 , -3.48 , -2.10 , 7.71 ,  627 ,  7.406 , 0.0162 , 0.067
     40750 , 0 ,      40750 ,       0 ,  1 ,  2.70 ,  5.42 ,  0.89 , 6.12 ,  406 ,  7.406 , 0.0162 , 0.067
     35878 , 0 ,      35878 ,   35878 ,  1 ,  1.20 ,  2.97 , -0.12 , 3.21 ,  281 ,  7.402 , 0.0160 , 0.066
     37050 , 0 ,      37050 ,   37050 ,  1 ,  0.69 ,  2.56 , -0.10 , 2.65 ,  264 ,  7.398 , 0.0160 , 0.066
     86643 , 0 ,      86643 ,       0 ,  1 ,  3.88 ,  2.78 ,  0.63 , 4.81 ,  241 ,  7.398 , 0.0160 , 0.066
    626659 , 0 ,     626659 ,   71866 ,  1 , -1.93 , -7.29 ,  0.74 , 7.58 ,  607 ,  7.391 , 0.0159 , 0.066
     42936 , 0 ,      42936 ,   42936 ,  1 , -4.66 ,  2.59 , -1.06 , 5.44 ,  367 ,  7.383 , 0.0157 , 0.066
   5067080 , 0 ,    5067080 ,       0 ,  1 ,  4.07 , -5.44 ,  4.17 , 7.97 ,  608 ,  7.355 , 0.0151 , 0.065
      1920 , 0 ,       1920 ,     930 ,  1 ,  0.34 , -6.53 , -0.09 , 6.54 ,  571 ,  7.343 , 0.0150 , 0.065
     37369 , 0 ,      37369 ,   37369 ,  1 , -4.26 ,  2.78 , -1.95 , 5.45 ,  367 ,  7.345 , 0.0150 , 0.065
    683190 , 0 ,     683190 ,  683190 ,  1 , -4.19 ,  2.83 , -2.41 , 5.60 ,  426 ,  7.328 , 0.0148 , 0.065
     86669 , 0 ,      86669 ,   86669 ,  1 ,  2.38 ,  6.88 , -5.80 , 9.31 ,  401 ,  7.330 , 0.0148 , 0.065
    166064 , 0 ,     166064 ,  166064 ,  1 ,  4.73 , -3.01 , -0.53 , 5.63 ,  399 ,  7.333 , 0.0148 , 0.065
     71538 , 0 ,      71538 ,   71538 ,  1 ,  0.52 , -0.72 ,  0.40 , 0.97 ,   52 ,  7.326 , 0.0148 , 0.065
   2807102 , 0 ,    2807102 , 2807102 ,  1 ,  5.08 , -1.16 ,  0.95 , 5.30 ,  330 ,  7.321 , 0.0146 , 0.064
   2543081 , 0 ,    2543081 , 2543081 ,  1 ,  4.51 ,  7.45 ,  0.84 , 8.75 ,  530 ,  7.316 , 0.0146 , 0.064
   4087020 , 0 ,    4087020 , 4087020 ,  1 ,  3.38 ,  5.74 , -5.23 , 8.47 ,  338 ,  7.288 , 0.0141 , 0.064
   2806961 , 0 ,    2806961 , 2806961 ,  1 ,  1.68 ,  6.55 , -6.80 , 9.59 ,  203 ,  7.276 , 0.0140 , 0.063
     39032 , 0 ,      39032 ,   39032 ,  1 , -2.80 ,  1.47 , -1.01 , 3.32 ,  336 ,  7.274 , 0.0138 , 0.063
    166095 , 0 ,     166095 ,   24930 ,  1 ,  4.33 ,  6.33 , -5.00 , 9.16 ,  434 ,  7.275 , 0.0138 , 0.063
     11211 , 0 ,      11211 ,   11211 ,  1 , -1.95 , -4.73 , -3.17 , 6.02 ,  467 ,  7.271 , 0.0138 , 0.063
     39316 , 0 ,      39316 ,   39228 ,  1 ,  1.83 ,  3.74 ,  0.48 , 4.19 ,  273 ,  7.236 , 0.0133 , 0.062
    166137 , 0 ,     166137 ,   40692 ,  1 ,  0.30 ,  5.98 ,  0.12 , 5.99 ,  464 ,  7.227 , 0.0132 , 0.062
   2807110 , 0 ,    2807110 , 2807110 ,  1 ,  4.31 , -1.63 , -1.31 , 4.79 ,  378 ,  7.233 , 0.0132 , 0.062
     38252 , 0 ,      38252 ,   38252 ,  1 , -4.44 ,  2.62 , -1.79 , 5.46 ,  357 ,  7.226 , 0.0132 , 0.062
      2544 , 0 ,       2544 ,    2544 ,  1 ,  6.37 , -2.91 ,  1.55 , 7.17 ,  504 ,  7.223 , 0.0130 , 0.062
    592761 , 0 ,     592761 ,  592761 ,  1 , -4.69 ,  1.95 , -0.19 , 5.08 ,  256 ,  7.204 , 0.0127 , 0.061
    166146 , 0 ,     166146 ,   43495 ,  1 ,  0.63 ,  4.29 ,  0.60 , 4.38 , 9999 ,  7.195 , 0.0126 , 0.061
     43129 , 0 ,      43129 ,   43129 ,  1 ,  0.48 ,  2.93 ,  0.40 , 3.00 ,  366 ,  7.186 , 0.0126 , 0.061
   1599237 , 0 ,    1599237 ,       0 ,  1 ,  1.98 ,  5.96 , -5.44 , 8.31 ,  337 ,  7.191 , 0.0126 , 0.061
     45506 , 0 ,      45506 ,   46039 ,  1 ,  1.44 ,  4.21 ,  1.08 , 4.58 ,  319 ,  7.194 , 0.0126 , 0.061
     69468 , 0 ,      69468 ,   69468 ,  1 , -0.53 , -2.05 ,  0.71 , 2.23 ,  134 ,  7.169 , 0.0123 , 0.061
     86635 , 0 ,      86635 ,   41066 ,  1 , -0.35 ,  6.31 , -0.01 , 6.32 ,  559 ,  7.153 , 0.0120 , 0.060
   3097727 , 0 ,    3097727 , 3097727 ,  1 ,  0.05 , -4.30 ,  0.02 , 4.30 , 9999 ,  7.139 , 0.0119 , 0.060
       621 , 0 ,        621 ,     621 ,  1 , -0.55 , -3.16 ,  0.02 , 3.21 ,  211 ,  7.125 , 0.0118 , 0.060
     36758 , 0 ,      36758 ,   36758 ,  1 ,  2.70 ,  3.71 ,  0.47 , 4.61 ,  215 ,  7.119 , 0.0116 , 0.060
     52125 , 0 ,      52125 ,   52125 ,  1 , -3.10 ,  0.53 ,  0.19 , 3.15 ,  400 ,  7.109 , 0.0115 , 0.059
     86644 , 0 ,      86644 ,   44182 ,  1 , -0.55 ,  5.94 ,  0.52 , 5.99 ,  547 ,  7.107 , 0.0115 , 0.059
     43978 , 0 ,      43978 ,   43978 ,  1 , -4.77 ,  3.48 , -0.77 , 5.95 ,  412 ,  7.102 , 0.0114 , 0.059
    166062 , 0 ,     166062 ,    6595 ,  1 ,  5.82 , -3.92 , -0.42 , 7.03 ,  622 ,  7.086 , 0.0112 , 0.059
   5072711 , 0 ,    5072711 , 5072711 ,  1 ,  5.52 , -6.87 , -0.42 , 8.82 ,  781 ,  7.083 , 0.0111 , 0.059
    166135 , 0 ,     166135 ,  166135 ,  1 ,  1.13 ,  7.90 ,  0.31 , 7.99 ,  582 ,  7.077 , 0.0111 , 0.059
   1726175 , 0 ,    1726175 , 1726175 ,  1 , -0.36 ,  5.11 ,  1.36 , 5.30 ,  368 ,  7.081 , 0.0111 , 0.059
     86668 , 0 ,      86668 ,   86668 ,  1 ,  2.36 ,  6.09 , -5.96 , 8.84 ,  380 ,  7.045 , 0.0106 , 0.058
   5060076 , 0 ,    5060076 , 5060076 ,  1 ,  2.35 ,  3.71 , -8.54 , 9.60 ,  206 ,  7.037 , 0.0106 , 0.058
     50961 , 0 ,      50961 ,   50961 ,  1 , -0.29 ,  2.08 ,  0.95 , 2.30 ,  183 ,  7.035 , 0.0106 , 0.058
    166065 , 0 ,     166065 ,    7671 ,  1 ,  4.27 , -2.59 , -0.53 , 5.02 ,  354 ,  7.033 , 0.0105 , 0.058
   3097691 , 0 ,    3097691 ,    2557 ,  1 ,  0.19 , -0.77 ,  0.05 , 0.79 ,   17 ,  7.027 , 0.0105 , 0.058
    166163 , 0 ,     166163 ,   48082 ,  1 , -4.78 ,  2.94 , -0.27 , 5.62 ,  346 ,  7.011 , 0.0102 , 0.057
   3097113 , 0 ,    3097113 ,   46957 ,  1 , -5.54 ,  1.49 , -0.22 , 5.74 ,  287 ,  6.990 , 0.0100 , 0.057
     26142 , 0 ,      26142 ,   26142 ,  1 ,  0.89 ,  0.98 , -0.35 , 1.37 ,   49 ,  6.985 , 0.0100 , 0.057
    166063 , 0 ,     166063 ,    6595 ,  1 ,  7.13 , -4.86 , -0.61 , 8.65 ,  563 ,  6.986 , 0.0100 , 0.057
   3994669 , 0 ,    3994669 ,   39573 ,  1 , -3.25 , -0.78 , -0.94 , 3.47 ,  143 ,  6.993 , 0.0100 , 0.057
     23344 , 0 ,      23344 ,   23344 ,  1 , -2.30 , -1.05 , -0.93 , 2.69 ,   58 ,  6.975 , 0.0098 , 0.056
     23521 , 0 ,      23521 ,   23324 ,  1 ,  2.85 ,  1.89 , -0.11 , 3.42 ,  286 ,  6.940 , 0.0094 , 0.056
   4343356 , 0 ,    4343356 ,       0 ,  1 , -0.56 ,  6.43 ,  0.52 , 6.48 ,  504 ,  6.934 , 0.0093 , 0.055
   5060050 , 0 ,    5060050 , 5060050 ,  1 ,  2.36 ,  2.69 , -6.84 , 7.72 ,  227 ,  6.927 , 0.0093 , 0.055
   2807103 , 0 ,    2807103 , 2807103 ,  1 ,  3.30 , -0.64 ,  0.38 , 3.38 ,  318 ,  6.890 , 0.0089 , 0.055
     95597 , 0 ,      95597 ,   95597 ,  1 ,  3.04 ,  1.49 ,  0.35 , 3.40 ,  228 ,  6.895 , 0.0089 , 0.055
     44055 , 0 ,      44055 ,   44182 ,  1 , -0.66 ,  4.76 ,  0.44 , 4.83 ,  375 ,  6.880 , 0.0088 , 0.054
      1038 , 0 ,       1038 ,    1038 ,  1 , -0.24 , -1.92 , -0.01 , 1.93 ,  161 ,  6.883 , 0.0088 , 0.054
   5072715 , 0 ,    5072715 , 5072715 ,  1 ,  1.48 , -0.20 , -2.44 , 2.86 ,  557 ,  6.865 , 0.0086 , 0.054
   4614882 , 0 ,    4614882 , 4614882 ,  1 , -5.19 ,  2.27 ,  0.05 , 5.66 ,  357 ,  6.858 , 0.0086 , 0.054
     28868 , 0 ,      28868 ,   28868 ,  1 ,  0.23 ,  0.63 , -0.32 , 0.74 ,  -22 ,  6.850 , 0.0085 , 0.054
    166159 , 0 ,     166159 ,   46153 ,  1 ,  1.93 ,  7.82 ,  1.99 , 8.30 ,  444 ,  6.830 , 0.0083 , 0.053
     44491 , 0 ,      44491 ,   44491 ,  1 , -0.49 ,  2.13 ,  0.18 , 2.19 ,  148 ,  6.833 , 0.0083 , 0.053
     42275 , 0 ,      42275 ,   42275 ,  1 ,  0.42 ,  3.86 ,  0.35 , 3.90 ,  322 ,  6.814 , 0.0081 , 0.053
   5057055 , 0 ,    5057055 , 5057055 ,  1 ,  5.02 , -3.41 , -0.28 , 6.08 ,  475 ,  6.798 , 0.0080 , 0.053
     65367 , 0 ,      65367 ,   65367 ,  1 , -0.19 , -0.60 ,  0.75 , 0.98 ,   -2 ,  6.774 , 0.0078 , 0.052
   5056993 , 0 ,    5056993 ,   43495 ,  1 ,  1.19 ,  4.62 ,  0.70 , 4.82 ,  460 ,  6.758 , 0.0077 , 0.052
   4074723 , 0 ,    4074723 ,       0 ,  1 ,  2.62 ,  7.06 ,  1.20 , 7.63 ,  314 ,  6.757 , 0.0077 , 0.052
    677373 , 0 ,     677373 ,   48082 ,  1 , -3.99 ,  2.19 , -0.01 , 4.55 ,  370 ,  6.708 , 0.0072 , 0.051
   2801026 , 0 ,    2801026 , 2801026 ,  1 ,  0.81 ,  1.21 ,  1.24 , 1.91 ,  139 ,  6.714 , 0.0072 , 0.051
   2807114 , 0 ,    2807114 ,   13826 ,  1 ,  2.97 ,  0.70 ,  0.18 , 3.06 ,  262 ,  6.643 , 0.0067 , 0.050
     69519 , 0 ,      69519 ,   69519 ,  1 , -0.62 , -0.68 , -0.01 , 0.92 ,   56 ,  6.640 , 0.0067 , 0.050
   2807157 , 0 ,    2807157 , 2807157 ,  1 ,  2.11 , -1.11 ,  1.02 , 2.59 ,  151 ,  6.619 , 0.0065 , 0.049
   5056931 , 0 ,    5056931 ,   28630 ,  1 ,  2.36 ,  1.90 ,  0.01 , 3.03 , 9999 ,  6.595 , 0.0063 , 0.049
     63287 , 0 ,      63287 ,   63287 ,  1 , -0.46 , -0.40 ,  0.89 , 1.08 ,   10 ,  6.539 , 0.0060 , 0.048
    166130 , 0 ,     166130 ,       0 ,  1 ,  2.83 ,  4.60 ,  0.83 , 5.46 ,  342 ,  6.506 , 0.0058 , 0.047
   2807150 , 0 ,    2807150 , 2807150 ,  1 , -1.12 ,  2.25 ,  0.70 , 2.61 ,  217 ,  6.505 , 0.0058 , 0.047
   5072710 , 0 ,    5072710 , 5072710 ,  1 ,  2.95 , -4.32 ,  1.16 , 5.36 ,  436 ,  6.490 , 0.0056 , 0.047
   5808780 , 0 ,    5808780 ,       0 ,  1 , -0.30 ,  6.87 ,  0.09 , 6.88 ,  585 ,  6.467 , 0.0055 , 0.046
   5056918 , 0 ,    5056918 , 5056918 ,  1 ,  1.15 , -0.43 ,  0.45 , 1.31 ,  -41 ,  6.427 , 0.0052 , 0.046
   6726347 , 0 ,    6726347 ,       0 ,  1 ,  2.95 ,  5.16 ,  0.42 , 5.96 ,  424 ,  6.422 , 0.0052 , 0.046
   5059815 , 0 ,    5059815 , 5059815 ,  1 ,  3.74 , -4.69 ,  1.66 , 6.22 ,  479 ,  6.381 , 0.0050 , 0.045
      9140 , 0 ,       9140 ,    9140 ,  1 , -1.36 , -1.26 , -0.72 , 1.99 ,   99 ,  6.310 , 0.0046 , 0.044
    166185 , 0 ,     166185 ,  166185 ,  1 ,  0.19 ,  2.01 ,  0.88 , 2.20 ,  140 ,  6.157 , 0.0038 , 0.041
   5065058 , 0 ,    5065058 , 5065058 ,  1 ,  0.14 ,  1.52 , -0.84 , 1.74 ,  152 ,  5.993 , 0.0037 , 0.041
      6830 , 0 ,       6830 ,    6830 ,  1 , -0.11 , -0.40 , -0.16 , 0.44 , -158 ,  6.079 , 0.0035 , 0.040
   4713564 , 0 ,    4713564 , 4713564 ,  1 ,  0.07 ,  0.32 , -0.26 , 0.42 ,  -82 ,  4.958 , 0.0023 , 0.035
   5072714 , 0 ,    5072714 , 5072714 ,  1 ,  5.44 , -4.57 , -3.27 , 7.82 ,  621 ,  4.698 , 0.0007 , 0.024
